batch_size,input_length,embedding_layer,block_0_ln_1,block_0_attn,block_0_ln_2,block_0_mlp,block_1_ln_1,block_1_attn,block_1_ln_2,block_1_mlp,block_2_ln_1,block_2_attn,block_2_ln_2,block_2_mlp,block_3_ln_1,block_3_attn,block_3_ln_2,block_3_mlp,block_4_ln_1,block_4_attn,block_4_ln_2,block_4_mlp,block_5_ln_1,block_5_attn,block_5_ln_2,block_5_mlp,block_6_ln_1,block_6_attn,block_6_ln_2,block_6_mlp,block_7_ln_1,block_7_attn,block_7_ln_2,block_7_mlp,block_8_ln_1,block_8_attn,block_8_ln_2,block_8_mlp,block_9_ln_1,block_9_attn,block_9_ln_2,block_9_mlp,block_10_ln_1,block_10_attn,block_10_ln_2,block_10_mlp,block_11_ln_1,block_11_attn,block_11_ln_2,block_11_mlp,FC_layer
3,274,6146560,2532352,32242688,2817024,53028864,2532352,32496640,3288064,53028864,2532352,31088640,2532352,53028864,2532352,31088640,2532352,53028864,2532352,31088640,3447808,53028864,2532352,32004096,2532352,53028864,2532352,32004096,2532352,53028864,2532352,31576064,2532352,53028864,2532352,31088640,2532352,53028864,2532352,31576064,2532352,53028864,2532352,31576064,2532352,53028864,2532352,31576064,2532352,53028864,2532352
3,462,11305984,5018624,65798144,4269056,89413632,4269056,66028544,4269056,89413632,4269056,66028544,4269056,89413632,4269056,65733632,4269056,89671680,4527104,66249728,4269056,89671680,4527104,66507776,4269056,89671680,4527104,66507776,4269056,89671680,4527104,66507776,4269056,89671680,4527104,66507776,4269056,89671680,4527104,66507776,4269056,90073088,4527104,67222528,4269056,89413632,4269056,65733632,4269056,89413632,4269056
3,611,13415424,5821440,99180544,5646336,120974336,5646336,99180544,5646336,118250496,5646336,99180544,5646336,118250496,5646336,99180544,5646336,118250496,5646336,99180544,5646336,118250496,5646336,99180544,5646336,118250496,5646336,99180544,5646336,118250496,5646336,99180544,5646336,118250496,5646336,99180544,5646336,118250496,5646336,99180544,5646336,118250496,5646336,99180544,5646336,118250496,5646336,99180544,5646336,118250496,5646336
3,411,9826304,4268032,57146880,4268032,80381952,4268032,57146880,4268032,80381952,4268032,57146880,4268032,80234496,4268032,59072000,4749312,80494592,4749312,59553280,4749312,80494592,4749312,55748096,3798016,79543296,3798016,54796800,3798016,79543296,3798016,54796800,3798016,79543296,3798016,54796800,3798016,79543296,3798016,54796800,3798016,79543296,3798016,54796800,3798016,80246272,3798016,57608704,3798016,79543296,4500992
3,680,15640576,6283264,117805568,6283264,131604480,6283264,117805568,6283264,131604480,6283264,117805568,6283264,131727360,6406144,117805568,6283264,131727360,6406144,118174208,6283264,131653632,6332416,118297088,6283264,131653632,6332416,117478912,6283264,131653632,6332416,117953024,6283264,131604480,6283264,117805568,6283264,131604480,6283264,117805568,6283264,131604480,6283264,117805568,6283264,131604480,6283264,117257728,6283264,131604480,6627328
3,832,19761152,8433664,161780224,7688192,164954112,7688192,161780224,7688192,164954112,7688192,161780224,7688192,162594816,7688192,161780224,7688192,161021952,7688192,161780224,7688192,161021952,7688192,161976832,7688192,161021952,7688192,161976832,7688192,161021952,7688192,161976832,7688192,161021952,7688192,161976832,7688192,161021952,7688192,161976832,7688192,161021952,7688192,161976832,7688192,161021952,7688192,161976832,7688192,161021952,7688192
3,195,4793344,2102272,23058432,2102272,38469632,2102272,21391872,1802240,38169600,2102272,20164096,1802240,38344704,2074624,20315648,1802240,37739520,2226176,19894784,1802240,37739520,1802240,19894784,1802240,37739520,1802240,19894784,1802240,37739520,1802240,19894784,1802240,37739520,1802240,19894784,1802240,37739520,1802240,19897856,1802240,37742592,1802240,19900928,1802240,38345728,1802240,19897856,1805312,38648832,1802240
3,331,7117824,3058688,41314816,3058688,64060416,3058688,41291264,3058688,64143360,3141632,41374208,3058688,64143360,3058688,41623040,3058688,64060416,3141632,41291264,3058688,64060416,3058688,41291264,3058688,64060416,3058688,40337920,3630080,64060416,3058688,41480704,3058688,64631808,3630080,42052096,3630080,64060416,3058688,41480704,3058688,64631808,3630080,42052096,3630080,64060416,3058688,41480704,3058688,64631808,3630080
3,290,7968768,3546112,39024640,2679808,56969216,3546112,34610176,2679808,56125440,2679808,34610176,2679808,56125440,2679808,34049024,2679808,56125440,2679808,34049024,2679808,56125440,2679808,34049024,2679808,56125440,2679808,34049024,2679808,56125440,2679808,33576960,2679808,56125440,2679808,33576960,2679808,56125440,2679808,33742848,2679808,56125440,2679808,35262464,2679808,56125440,2679808,33576960,2679808,56125440,2679808
3,572,14094336,6115328,91407360,5285888,110702592,5285888,90577920,5285888,111607808,6191104,91483136,5285888,111607808,6191104,92388352,5285888,111607808,6191104,92388352,5285888,111607808,6191104,92388352,5285888,110702592,5285888,90577920,5285888,110702592,5285888,90577920,5285888,110702592,5285888,90577920,5285888,110702592,5285888,90577920,5285888,110702592,5285888,90577920,5285888,110702592,5285888,90577920,5285888,110702592,5285888
3,130,3676160,1970176,16754176,1970176,27013120,1970176,16987648,1970176,27029504,1970176,15959552,2101248,27414528,1986560,16508416,2101248,27594752,2101248,16508416,2101248,27095040,1202176,14517248,1202176,27801088,1808384,14830592,1808384,27778560,1202176,13104640,1202176,27924480,1202176,13695488,1202176,25712640,1202176,12036608,1202176,25159680,1202176,12036608,1202176,25946112,1202176,12383744,1202176,25946112,1202176
3,501,12527616,5283840,77434368,5283840,99643392,5283840,77434368,5283840,98989056,5283840,74162688,4629504,98989056,4629504,74162688,4629504,98989056,4629504,74162688,4629504,98989056,4629504,74162688,4629504,98989056,4629504,74162688,4629504,98989056,4629504,74162688,4629504,98178048,4629504,74162688,4629504,96961536,4629504,74162688,4629504,96961536,4629504,74162688,4629504,96961536,4629504,74162688,4629504,96961536,4629504
3,582,12775424,5378048,92711936,5378048,112637952,5378048,92711936,5378048,113082368,5822464,93156352,5378048,113082368,5378048,94045184,5378048,113082368,5378048,94045184,5378048,113082368,5378048,94045184,5378048,112637952,5378048,92711936,5378048,112637952,5378048,92711936,5378048,112637952,5378048,92711936,5378048,112637952,5378048,92711936,5378048,112637952,5378048,92711936,5378048,112637952,5378048,92711936,5378048,112637952,5378048
3,538,11771904,4971520,81636352,4971520,104122368,4971520,81722368,4971520,104208384,5057536,81722368,4971520,104122368,4971520,81636352,4971520,104122368,4971520,81636352,4971520,104122368,4971520,81636352,4971520,104122368,4971520,81636352,4971520,104122368,4971520,81636352,4971520,104122368,4971520,81636352,4971520,104122368,4971520,81636352,4971520,104122368,4971520,81636352,4971520,104122368,4971520,81636352,4971520,104122368,4971520
3,935,20241408,8639488,195699200,8639488,180956160,8639488,195699200,8639488,181911552,9594880,195699200,8639488,180956160,8639488,195699200,8639488,180956160,8639488,195699200,8639488,180956160,8639488,195699200,8639488,180956160,8639488,195699200,8639488,180956160,8639488,195699200,8639488,180956160,8639488,195699200,8639488,180956160,8639488,195699200,8639488,180956160,8639488,195699200,8639488,180956160,8639488,197063168,8639488,181638144,9321472
3,581,14223360,6077440,96040448,6077440,113153024,6077440,96040448,6077440,112934912,5859328,95822336,6077440,113153024,6077440,93914624,5368832,112444416,5368832,92497408,5368832,112444416,5368832,92497408,5368832,112444416,5368832,92497408,5368832,112444416,5368832,92497408,5368832,112444416,5368832,92497408,5368832,112444416,5368832,92497408,5368832,112444416,5368832,92497408,5368832,112444416,5368832,92609024,5368832,112444416,5368832
3,351,8969216,3953664,44055552,3244032,67931136,3244032,44055552,3244032,67931136,3244032,43743744,3244032,67931136,3244032,43743744,3244032,67931136,3244032,43743744,3244032,67931136,3244032,43743744,3244032,67931136,3244032,43743744,3244032,67931136,3244032,43743744,3244032,67931136,3244032,43743744,3244032,67931136,3244032,43743744,3244032,67931136,3244032,43743744,3244032,67931136,3244032,43743744,3244032,67931136,3244032
3,371,8148992,3428352,47311872,3428352,76819456,3428352,47311872,3428352,76819456,3428352,47311872,3428352,76819456,3428352,47311872,3428352,75815936,3428352,47311872,3428352,71801856,3428352,47311872,3428352,71801856,3428352,47311872,3428352,71801856,3428352,47311872,3428352,71801856,3428352,47311872,3428352,71801856,3428352,48225280,3428352,71801856,3428352,48225280,3428352,72258560,3885056,48681984,3428352,72258560,3885056
3,254,6981632,3106816,32154624,3106816,49917952,3106816,32154624,3106816,49917952,3106816,32273408,3225600,50036736,3106816,32748544,3225600,50036736,3225600,32748544,3225600,50036736,3225600,32763904,3298304,50109440,3225600,30133248,2347008,49673216,2347008,29010944,2347008,49600512,2347008,28230656,2347008,49673216,2347008,28376064,2347008,49453056,2347008,28378112,2567168,49453056,2347008,28523520,2347008,49600512,2347008
3,322,7915520,2975744,39412736,3340288,65882112,2975744,39942144,2975744,65882112,2975744,38775808,2975744,65882112,2975744,40464384,3688448,65882112,2975744,41177088,2975744,65169408,2975744,39751680,2975744,62318592,2975744,39751680,2975744,62318592,2975744,39751680,2975744,62318592,2975744,39751680,2975744,62318592,2975744,39751680,2975744,62318592,2975744,39751680,2975744,62318592,2975744,39751680,2975744,62318592,2975744
3,383,8370176,3538944,50551296,3538944,74685440,3538944,49508864,3538944,74124288,3538944,49508864,3538944,74124288,3538944,49508864,3538944,74124288,3538944,49508864,3538944,74124288,3538944,49508864,3538944,74124288,3538944,49508864,3538944,74124288,3538944,49508864,3538944,74124288,3538944,49508864,3538944,74124288,3538944,49508864,3538944,74124288,3538944,49508864,3538944,74124288,3538944,49508864,3538944,74124288,3538944
3,219,4756480,2103296,24293888,2103296,42463232,2103296,24293888,2103296,42634240,2103296,25716224,2615808,42975744,2516992,26265088,2024448,42384384,2615808,23899648,2024448,42384384,2024448,23899648,2024448,42384384,2024448,23101952,2024448,42384384,2024448,23101952,2024448,42384384,2024448,23575040,2024448,42384384,2024448,23101952,2024448,42591232,2231296,24521216,2024448,42857472,2497536,24521216,2024448,42857472,2497536
3,181,5538816,1673216,19571200,1866752,35096576,1673216,19358208,1673216,35096576,1673216,19725824,1673216,35096576,1673216,19725824,1673216,35209216,1673216,18248704,1673216,35030016,1673216,18824704,1673216,35610624,2253824,20695552,1673216,35030016,1673216,19002368,1673216,35030016,1673216,19908608,2579456,35030016,1673216,21721088,1673216,36710400,1673216,20814848,1673216,36578304,1673216,19908608,2673152,37352448,1673216
3,76,1634304,702464,6915072,702464,17399808,702464,6441984,702464,15160320,702464,6441984,702464,14708736,702464,6441984,702464,14708736,702464,6441984,702464,14708736,702464,6441984,702464,14708736,702464,6441984,702464,14708736,702464,6441984,702464,15077376,702464,6810624,702464,14708736,702464,6810624,702464,14708736,702464,6810624,702464,14708736,702464,6810624,702464,14708736,702464
3,469,10969088,4520960,66848768,4333568,90768384,4333568,66473984,4333568,90768384,4333568,67004416,4333568,90768384,4333568,66473984,4333568,90768384,4333568,66473984,4333568,90768384,4333568,66473984,4333568,90768384,4333568,66473984,4333568,90768384,4333568,66473984,4333568,90768384,4333568,66473984,4333568,90768384,4333568,66473984,4333568,90768384,4333568,66473984,4333568,90768384,4333568,66473984,4333568,90768384,4333568
3,317,7433216,3237888,41632768,3690496,66596864,3690496,41957376,3690496,66596864,3690496,42741760,3946496,61423616,3002368,40404992,3946496,61423616,3002368,40404992,3946496,61423616,3002368,42083840,3946496,62367744,3946496,43027968,3946496,62367744,3946496,38960640,2929664,61350912,2929664,38465024,2929664,61350912,2929664,38465024,2929664,61350912,2929664,38465024,2929664,61350912,2929664,38610432,3141632,61350912,2929664
3,310,6730752,3454976,38455808,2865152,60102656,3652096,36881920,2865152,60391424,3260416,38101504,2865152,60069888,2865152,38074880,3012608,59996160,2865152,37159936,2865152,60143616,3012608,37307392,3012608,59996160,2865152,37159936,2865152,60143616,3012608,37012480,2865152,59996160,2865152,36865024,2865152,59996160,2865152,36865024,2865152,59996160,2865152,36865024,2865152,59996160,2865152,36865024,2865152,59996160,2865152
3,641,13912064,5923840,106838528,5923840,124056576,5923840,106838528,5923840,124056576,5923840,106838528,6691840,124056576,5923840,108374528,6691840,124056576,5923840,108374528,6691840,124056576,5923840,108374528,6691840,124056576,5923840,108374528,5923840,124824576,6691840,107606528,6691840,124056576,5923840,107606528,5923840,124824576,6691840,107606528,6691840,124056576,5923840,107606528,5923840,124824576,6691840,108374528,6691840,124056576,5923840
3,548,13380608,5743616,88143872,5743616,110587904,5743616,87553024,5063680,110676992,5832704,86282240,5063680,109907968,5063680,84744192,5063680,109907968,5063680,84744192,5063680,109907968,5063680,84744192,5063680,109907968,5063680,84744192,5063680,109907968,5063680,84744192,5063680,109137920,5063680,84744192,5063680,106057728,5063680,84744192,5063680,106057728,5063680,84744192,5063680,106057728,5063680,83948032,5063680,106057728,5063680
3,319,8254464,2948096,38712320,2975744,65854464,2948096,39124992,2948096,65854464,2948096,39124992,2948096,65854464,2948096,39124992,2948096,65854464,2948096,39124992,2948096,65854464,2948096,39124992,2948096,66067456,2948096,39124992,2948096,61737984,2948096,38301696,2948096,61737984,2948096,38301696,2948096,61737984,2948096,38275584,2948096,61737984,2948096,38275584,2948096,61737984,2948096,38275584,2948096,61737984,2948096
3,154,4515328,2081792,18417664,2101248,29822976,1441792,16945152,2101248,30482432,2081792,18853888,2101248,30482432,2101248,18011136,1423360,29813760,1432576,15995904,1423360,29859840,1432576,16134144,1423360,30040064,1478656,16134144,1423360,29859840,1478656,16134144,1423360,29859840,1478656,16134144,1423360,29886464,1478656,16214016,1423360,29886464,1505280,16214016,1423360,29886464,1505280,15609856,1505280,29804544,1423360
3,1024,22020096,9461760,228251136,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760
3,439,10188800,4057088,60757504,4057088,87931904,4057088,60757504,4057088,85556224,4057088,60757504,4057088,84962304,4057088,60757504,4057088,84962304,4057088,60757504,4057088,84962304,4057088,60757504,4057088,84962304,4057088,60757504,4692992,84962304,4057088,60757504,4057088,84962304,4057088,60757504,4057088,84962304,4057088,61202944,4502528,85704704,4502528,61945344,4502528,85704704,4502528,63727104,4502528,85704704,4799488
3,208,4833280,2102272,22510592,2102272,40435712,2102272,22510592,2250752,40584192,2102272,23252992,2250752,40584192,2250752,24143872,2696192,41029632,2696192,25480192,2696192,41029632,2696192,25480192,2696192,41029632,2696192,25480192,2696192,41029632,2696192,25603072,2696192,41029632,2696192,26082304,1922048,40255488,2696192,22211584,1922048,40255488,1922048,22211584,1922048,40255488,1922048,22211584,1922048,40255488,1922048
3,170,4186112,1570816,18123776,1785856,34531328,1570816,18338816,1570816,36843520,1570816,18123776,1570816,36628480,1570816,17908736,1785856,36628480,1570816,18338816,1570816,34607104,1570816,17370624,2206720,32901120,1785856,17024000,1570816,32901120,1570816,17982464,1810432,32999424,1570816,17530880,1570816,32999424,1570816,16812032,1570816,33048576,1570816,16812032,1570816,32999424,1570816,17361920,1570816,32999424,1570816
3,200,4808704,2102272,21848064,2102272,40435712,2102272,21848064,2102272,40181760,2102272,20832256,2571264,40181760,1848320,21555200,1848320,40904704,2571264,23001088,2571264,40181760,1848320,21555200,1848320,40181760,2571264,20905984,1848320,40476672,2143232,20905984,1848320,40181760,1848320,21200896,1848320,40476672,2143232,21415936,1848320,42577920,1848320,21551104,1848320,38707200,1848320,20546560,1848320,38707200,1848320
3,343,7796736,4171264,42348544,3170304,67354624,4142080,43320320,3170304,67354624,4142080,43320320,3170304,66382848,3170304,42348544,3170304,66382848,3170304,42348544,3170304,66382848,3170304,42348544,3170304,66382848,3170304,42348544,3170304,66382848,3170304,42348544,3170304,66382848,3170304,42348544,3170304,66382848,3170304,43217408,3170304,66382848,3170304,43217408,3170304,66382848,3170304,43428352,3381248,66382848,3170304
3,177,3990528,1728512,18691584,1759232,38618112,1759232,19065344,1759232,34378752,1759232,18208256,1759232,34378752,1759232,18208256,1937920,34557440,1759232,19101696,2040832,34660352,1937920,19669504,2102272,34721792,2054144,19923456,2102272,34721792,2102272,19923456,1636352,34255872,2102272,17593856,1636352,34255872,1636352,17593856,1636352,34255872,1636352,17593856,1636352,34426880,1807360,17935872,1636352,34426880,1807360
3,1024,22384640,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760,228590080,9461760,198180864,9461760
3,672,14680064,6307840,115811840,6307840,130154496,6307840,116278784,6541312,130387968,6541312,115983872,6209536,130056192,6209536,115320320,6209536,130547712,6701056,115811840,6209536,130547712,6701056,116794880,6209536,130547712,6701056,116794880,6209536,130547712,6701056,116794880,6209536,130547712,6701056,116794880,6209536,130547712,6701056,115320320,6209536,130056192,6209536,115516928,6209536,130252800,6406144,115516928,6406144,130056192,6209536
3,404,10485760,4696064,58630656,4696064,79151104,4696064,58266112,3733504,78188544,4696064,53453312,3733504,78188544,3733504,53453312,3733504,78188544,3733504,53453312,3733504,78446592,3991552,53453312,3733504,78446592,3733504,54485504,3733504,78446592,3991552,53711360,3733504,78188544,3733504,53453312,3733504,78188544,3733504,53453312,3733504,78188544,3733504,53453312,3733504,78188544,3733504,53453312,3733504,78188544,3733504
3,160,3727360,1622016,16225792,1622016,33349632,1622016,17290752,1888256,32628736,1888256,17630720,1888256,31375360,1888256,17630720,1888256,31375360,1888256,18155008,2101248,33947648,2101248,18621952,2101248,33161216,2101248,18784256,2137600,33197568,2137600,18803712,2265088,33349632,2137600,19564032,2289664,33349632,2289664,19891712,2359296,33419264,2359296,19817984,2359296,33419264,2359296,19912192,2359296,33419264,2359296
3,607,13580288,5609472,98179072,5609472,120937472,5609472,98525184,5609472,117476352,5609472,98179072,5609472,117476352,5609472,98179072,5609472,117476352,5609472,98179072,5609472,117476352,5609472,98179072,5609472,117476352,5609472,98179072,5609472,117476352,5609472,98179072,5609472,117476352,5609472,98179072,5609472,117476352,5609472,98179072,5609472,117476352,5609472,98179072,5609472,117476352,5609472,98179072,5609472,117476352,5609472
3,170,4716544,2101248,19591168,2101248,34721792,2101248,19591168,1924096,36026368,1570816,18176000,1924096,36485120,1570816,17645568,1924096,35773440,1570816,17645568,1570816,33303552,1924096,17645568,1570816,33401856,1924096,17998848,1570816,33352704,1924096,17998848,1570816,33048576,1924096,17125376,1570816,33185792,1570816,18009088,1570816,32999424,1570816,16823808,1570816,33586688,1570816,17361920,1570816,32999424,1570816
3,732,15740928,6764544,132397568,6764544,146598912,6764544,132397568,6764544,146598912,6764544,132397568,6764544,146598912,6764544,132397568,6764544,146598912,6764544,132397568,6764544,143640576,6764544,132397568,6764544,141668352,6764544,132397568,6764544,141668352,6764544,132397568,6764544,141668352,6764544,132397568,6764544,141668352,6764544,132397568,6764544,141668352,6764544,132397568,6764544,141668352,6764544,132397568,6764544,141668352,6764544
3,488,11224576,4509696,70511104,4509696,98869248,4509696,70828544,4509696,98869248,4509696,70511104,4509696,98869248,4509696,70828544,4509696,98869248,4509696,70511104,4509696,98869248,4509696,70828544,4509696,98869248,4509696,70691328,4509696,98869248,4509696,70828544,4509696,98869248,4509696,70511104,4509696,97099776,4509696,70828544,4509696,94445568,4509696,70511104,4509696,94445568,4509696,70828544,4509696,94445568,4509696
3,327,7574528,3293184,41834496,3596288,64917504,3550208,42486784,3596288,63860736,3596288,42486784,3596288,63286272,3596288,40333312,3021824,64005120,3740672,40333312,3740672,63286272,3021824,40333312,3021824,64005120,3740672,41771008,3021824,64005120,3740672,41771008,3740672,63286272,3021824,41052160,3021824,64005120,3740672,41771008,3740672,63286272,3021824,41052160,3021824,64005120,3740672,41771008,3021824,63426560,3162112
3,343,7632896,3170304,42434560,3170304,68926464,3170304,42348544,3170304,66382848,3170304,42348544,3170304,67354624,4142080,42348544,3170304,66382848,3170304,42348544,3170304,66382848,3170304,42348544,3170304,66382848,3170304,42348544,3170304,66382848,3170304,42348544,3170304,66382848,3170304,42348544,3170304,66382848,3170304,42348544,3170304,66382848,3170304,42348544,3170304,66382848,3170304,43217408,3170304,66382848,3170304
3,537,11695104,4962304,81957376,4962304,103928832,4962304,81406464,4962304,103928832,4962304,81406464,4962304,103928832,4962304,81406464,4962304,103928832,4962304,81406464,4962304,103928832,4962304,81406464,4962304,103928832,4962304,81406464,4962304,103928832,4962304,81406464,4962304,103928832,4962304,81406464,4962304,103928832,4962304,81406464,4962304,103928832,4962304,81406464,4962304,103928832,4962304,81406464,4962304,103928832,4962304
3,250,5797888,2521088,29836288,2521088,48594944,2521088,29284864,2524160,48398336,2324480,29287936,2524160,48525312,2451456,29403648,2691072,48764928,2618368,29948416,2310144,48384000,2310144,28217856,2310144,48384000,2310144,28217856,2310144,48384000,2310144,28217856,2310144,48384000,2310144,28217856,2310144,48384000,2310144,28217856,2310144,48391168,2317312,28232192,2317312,48384000,2310144,28232192,2317312,48384000,2310144
3,580,12785664,5478400,92876800,5478400,112369664,5478400,93307904,6087680,112978944,5693952,93954560,5359616,112250880,5359616,92282880,5359616,112250880,5359616,92282880,5359616,112250880,5359616,92282880,5359616,112573440,5359616,92605440,5359616,112787456,5896192,92282880,5359616,112250880,5359616,92282880,5359616,112250880,5359616,92282880,5359616,112250880,5359616,92282880,5359616,112250880,5359616,92282880,5359616,112250880,5359616
3,276,6115328,2640896,35506688,3584512,54449664,3385344,36912128,3584512,54449664,3584512,33810944,2550784,53415936,2550784,31743488,2550784,53415936,2550784,31743488,2550784,53415936,2550784,33332736,3345408,53415936,2550784,33332736,3345408,53415936,2550784,33332736,3345408,53415936,2550784,32984576,2550784,53415936,3345408,31759872,2915328,53415936,2550784,32124416,2550784,53780480,2915328,32488960,2550784,53415936,2915328
3,408,9428992,3770368,54219264,3770368,78962688,3770368,54219264,3770368,78962688,3770368,54219264,3770368,79036416,3844096,54292992,3770368,79036416,3844096,54440448,3770368,79036416,3844096,54440448,3770368,79036416,3844096,54440448,3770368,79036416,3844096,54440448,3770368,79036416,3844096,54440448,3770368,79036416,3844096,54440448,3770368,79036416,3844096,54440448,3770368,79036416,3844096,54440448,3770368,79036416,3844096
3,247,6444032,2848768,30134784,3295232,48885760,2848768,29115392,2282496,48640000,3119104,28939264,2490368,47955968,2435072,27719680,2282496,48134144,2282496,27719680,2282496,47803392,2282496,27388928,2613248,47803392,2282496,27715584,2282496,48460800,2939904,27715584,2282496,47803392,2282496,27715584,2939904,47803392,2282496,27715584,2282496,48460800,2939904,27715584,2282496,47803392,2282496,29759488,3304448,47803392,2282496
3,436,11000320,4840448,64293888,4840448,87904256,4840448,60238848,4029440,87904256,4029440,60238848,4029440,87199744,4029440,60238848,4029440,84381696,4029440,61295616,4029440,84910080,4029440,61295616,4029440,84381696,4029440,60767232,4557824,84381696,4029440,60238848,4029440,84381696,4029440,59710464,4029440,84381696,4029440,59710464,4029440,84381696,4029440,59710464,4029440,85262336,4029440,61536768,4029440,86142976,4910080
3,215,4632576,1992192,23440896,1992192,44193792,1992192,23885312,2103296,41725952,2103296,23996416,2103296,41725952,2103296,26679296,2807808,42364928,2742272,27036672,2807808,42364928,2742272,26459648,2807808,42430464,2807808,26656256,2807808,42430464,2807808,27350528,2807808,42430464,2807808,26656256,2807808,42430464,2807808,27350528,2807808,42471424,2807808,26861056,1987584,41620992,1998336,24815616,1987584,42304512,2681856
3,356,9285632,4027392,48589312,3290112,68898816,4027392,44624896,3290112,68898816,3290112,44624896,3290112,68898816,3290112,44624896,3290112,68898816,3290112,44624896,3290112,68898816,3290112,44624896,3290112,68898816,3290112,44817408,3290112,69091328,3482624,45202432,3290112,68898816,3482624,44624896,3290112,68898816,3290112,44624896,3290112,68898816,3290112,44624896,3290112,69271552,3290112,44997632,3290112,69271552,3290112
3,403,9257984,3724288,53816832,3724288,77995008,3724288,53424640,3724288,77995008,3724288,53424640,3724288,77995008,3724288,53424640,3724288,77995008,3724288,53424640,3724288,77995008,3724288,53424640,3724288,77995008,3724288,53424640,3724288,77995008,3724288,53424640,3724288,77995008,3724288,53424640,3724288,77995008,3724288,53424640,3724288,77995008,3724288,53262848,3724288,77995008,3724288,53262848,3724288,77995008,3724288
3,436,9477120,4029440,60480000,4205568,87904256,4029440,60303872,4029440,87199744,4205568,60303872,4029440,85262336,4029440,62065152,4029440,85262336,4029440,63826432,4029440,85262336,4910080,63826432,4029440,85262336,4910080,62065152,4029440,84910080,4029440,61360640,4557824,84381696,4029440,61360640,4029440,84381696,4029440,60767232,4557824,84381696,4029440,60767232,4029440,84381696,4557824,60767232,4029440,84381696,4557824
3,661,15384576,6660096,112688128,6108160,127927296,6108160,113087488,6507520,127927296,6108160,113486848,6108160,128326656,6507520,113886208,6507520,127927296,6108160,113486848,6108160,128326656,6507520,113886208,6507520,127927296,6108160,113486848,6108160,128326656,6507520,113886208,6507520,127927296,6108160,113486848,6108160,128625664,6507520,113886208,6507520,128525312,6108160,113486848,6108160,128625664,6507520,113886208,6507520,128525312,6108160
3,238,5677056,2655232,29058048,2902016,46764032,2655232,29274112,2902016,46764032,2902016,27166720,2199552,46061568,2199552,25761792,2199552,46061568,2199552,25766400,2199552,46066176,2204160,25775616,2199552,46066176,2204160,25775616,2199552,46066176,2204160,25775616,2199552,46100480,2204160,26445824,2199552,46667776,2805760,28043264,2199552,46667776,2805760,27580416,2199552,46667776,2805760,28043264,2199552,46061568,2805760
3,526,11311104,4860928,78900224,4860928,101799936,4860928,78900224,4860928,101799936,4860928,78900224,4860928,101799936,4860928,78900224,4860928,101799936,4860928,78900224,4860928,101799936,4860928,80000000,4860928,101799936,4860928,78900224,4860928,101799936,4860928,78900224,4860928,101799936,4860928,78900224,4860928,101799936,4860928,78900224,4860928,101799936,4860928,78900224,4860928,101928960,4860928,79158272,4860928,101928960,4989952
3,450,9977856,4209664,63138304,4209664,88084480,4209664,63670784,4342784,87463936,4342784,63803904,5004288,87091200,4342784,62882304,4158464,87091200,4158464,62882304,4158464,87091200,4158464,62882304,4158464,87091200,4637696,63361536,4158464,87570432,4637696,64320000,4158464,87570432,4637696,64320000,4158464,87570432,4637696,64320000,4158464,87570432,4637696,64320000,4158464,87570432,4637696,64120320,4158464,87570432,4637696
3,496,11792384,4859904,73071616,4583424,95993856,4583424,73071616,4583424,95993856,4583424,73071616,4583424,95993856,4583424,73071616,4616192,95993856,4583424,73071616,4583424,95993856,4583424,73071616,4583424,95993856,4583424,73071616,4583424,95993856,4583424,73071616,4583424,95993856,4583424,73071616,4583424,95993856,4583424,73071616,4583424,95993856,4583424,73071616,4583424,96206848,4583424,73923584,4583424,95993856,4796416
3,147,3232768,1394688,14837760,1536000,28626944,1536000,15826944,2101248,29192192,1536000,18087936,2101248,29192192,2101248,18229248,2326528,29417472,2101248,19136512,2326528,29417472,2326528,15265792,1358848,28449792,1358848,14298112,1358848,28449792,1358848,14298112,1358848,28449792,1358848,14298112,1358848,29077504,1748992,14298112,1358848,28839936,1748992,14688256,1358848,28839936,1748992,14298112,1358848,28839936,1748992
3,662,14235648,6117376,112925696,6117376,128120832,6117376,112925696,6117376,128120832,6117376,113306624,6117376,128501760,6498304,114068480,6498304,128120832,6117376,113687552,6117376,128501760,6498304,116163584,6498304,129073152,7069696,116734976,6498304,129073152,7069696,116734976,6498304,129073152,7069696,116734976,6498304,129073152,7069696,116734976,6498304,128120832,7069696,112925696,6498304,128120832,6117376,112925696,6498304,128120832,6117376
